ville,pays,latitude,longitude,timestamp_utc,date,heure,jour_semaine,is_weekend,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,MG,-18.8792,47.5079,2026-01-24T15:00:00Z,2026-01-24,15,Saturday,True,1,82.81,0.01,0.24,22.76,0.09,0.78,1.63,0.29
Antananarivo,MG,-18.8792,47.5079,2026-01-24T16:00:00Z,2026-01-24,16,Saturday,True,1,87.48,0,0.35,20.68,0.1,0.96,2.07,0.37
Antananarivo,MG,-18.8792,47.5079,2026-01-24T17:00:00Z,2026-01-24,17,Saturday,True,1,96.25,0,0.5,17.68,0.13,1.28,2.77,0.48
Antananarivo,MG,-18.8792,47.5079,2026-01-24T18:00:00Z,2026-01-24,18,Saturday,True,1,104.16,0.01,0.61,15.47,0.14,1.58,3.31,0.58
Antananarivo,MG,-18.8792,47.5079,2026-01-24T19:00:00Z,2026-01-24,19,Saturday,True,1,113.46,0.01,0.74,12.63,0.15,1.97,3.87,0.75
Antananarivo,MG,-18.8792,47.5079,2026-01-24T20:00:00Z,2026-01-24,20,Saturday,True,1,123.42,0.01,0.89,9.9,0.15,2.4,4.32,0.91
Antananarivo,MG,-18.8792,47.5079,2026-01-24T21:00:00Z,2026-01-24,21,Saturday,True,1,127.69,0.01,0.95,7.99,0.13,2.57,4.23,0.98
Antananarivo,MG,-18.8792,47.5079,2026-01-24T22:00:00Z,2026-01-24,22,Saturday,True,1,128.57,0.01,0.95,6.85,0.11,2.57,4,1.06
Antananarivo,MG,-18.8792,47.5079,2026-01-24T23:00:00Z,2026-01-24,23,Saturday,True,1,129.51,0.02,0.94,6.01,0.1,2.57,3.91,1.1
Antananarivo,MG,-18.8792,47.5079,2026-01-25T00:00:00Z,2026-01-25,0,Sunday,True,1,130.97,0.02,0.93,5.2,0.1,2.63,3.91,1.12
Antananarivo,MG,-18.8792,47.5079,2026-01-25T01:00:00Z,2026-01-25,1,Sunday,True,1,131.34,0.02,0.91,4.53,0.09,2.68,3.93,1.05
Antananarivo,MG,-18.8792,47.5079,2026-01-25T02:00:00Z,2026-01-25,2,Sunday,True,1,131.23,0.03,0.89,4.19,0.09,2.69,3.87,1.01
Antananarivo,MG,-18.8792,47.5079,2026-01-25T03:00:00Z,2026-01-25,3,Sunday,True,1,132.2,0.03,0.9,4.11,0.09,2.7,3.83,1.05
Antananarivo,MG,-18.8792,47.5079,2026-01-25T04:00:00Z,2026-01-25,4,Sunday,True,1,136.27,0.07,0.91,4.36,0.12,2.76,4.21,1.11
Antananarivo,MG,-18.8792,47.5079,2026-01-25T05:00:00Z,2026-01-25,5,Sunday,True,1,141.28,0.17,0.84,4.96,0.15,2.85,4.89,1.03
Antananarivo,MG,-18.8792,47.5079,2026-01-25T06:00:00Z,2026-01-25,6,Sunday,True,1,143.16,0.19,0.74,6.77,0.15,2.84,5.02,0.83
Antananarivo,MG,-18.8792,47.5079,2026-01-25T07:00:00Z,2026-01-25,7,Sunday,True,1,105.71,0.04,0.28,16.71,0.15,0.93,1.69,0.38
Antananarivo,MG,-18.8792,47.5079,2026-01-25T08:00:00Z,2026-01-25,8,Sunday,True,1,100.38,0.03,0.19,17.61,0.14,0.67,1.19,0.3
Antananarivo,MG,-18.8792,47.5079,2026-01-25T09:00:00Z,2026-01-25,9,Sunday,True,1,99.38,0.02,0.16,17.76,0.13,0.64,1.08,0.29
Antananarivo,MG,-18.8792,47.5079,2026-01-25T10:00:00Z,2026-01-25,10,Sunday,True,1,101,0.02,0.15,17.88,0.13,0.67,1.1,0.31
Antananarivo,MG,-18.8792,47.5079,2026-01-25T11:00:00Z,2026-01-25,11,Sunday,True,1,103.06,0.02,0.17,17.26,0.12,0.75,1.22,0.33
Antananarivo,MG,-18.8792,47.5079,2026-01-25T12:00:00Z,2026-01-25,12,Sunday,True,1,105.56,0.02,0.2,16.3,0.12,0.86,1.34,0.32
Antananarivo,MG,-18.8792,47.5079,2026-01-25T13:00:00Z,2026-01-25,13,Sunday,True,1,106.57,0.02,0.24,14.63,0.11,0.95,1.48,0.32
Antananarivo,MG,-18.8792,47.5079,2026-01-25T14:00:00Z,2026-01-25,14,Sunday,True,1,109.49,0.02,0.32,13.17,0.11,1.06,1.72,0.35
Antananarivo,MG,-18.8792,47.5079,2026-01-25T15:00:00Z,2026-01-25,15,Sunday,True,1,113.47,0.01,0.41,12.12,0.12,1.21,2,0.41
Antananarivo,MG,-18.8792,47.5079,2026-01-25T16:00:00Z,2026-01-25,16,Sunday,True,1,119.38,0,0.51,10.98,0.13,1.43,2.42,0.51
Antananarivo,MG,-18.8792,47.5079,2026-01-25T17:00:00Z,2026-01-25,17,Sunday,True,1,127.09,0.01,0.6,9.88,0.14,1.71,2.91,0.59
Antananarivo,MG,-18.8792,47.5079,2026-01-25T18:00:00Z,2026-01-25,18,Sunday,True,1,133.24,0.01,0.67,9.02,0.15,1.96,3.26,0.66
Antananarivo,MG,-18.8792,47.5079,2026-01-25T19:00:00Z,2026-01-25,19,Sunday,True,1,138.47,0.01,0.71,8.2,0.15,2.1,3.46,0.7
Antananarivo,MG,-18.8792,47.5079,2026-01-25T20:00:00Z,2026-01-25,20,Sunday,True,1,141.95,0.01,0.72,7.39,0.13,2.07,3.31,0.59
Antananarivo,MG,-18.8792,47.5079,2026-01-25T21:00:00Z,2026-01-25,21,Sunday,True,1,141.07,0.01,0.67,6.98,0.09,1.95,2.88,0.42
Antananarivo,MG,-18.8792,47.5079,2026-01-25T22:00:00Z,2026-01-25,22,Sunday,True,1,138.38,0.01,0.61,6.81,0.07,1.8,2.52,0.32
Antananarivo,MG,-18.8792,47.5079,2026-01-25T23:00:00Z,2026-01-25,23,Sunday,True,1,137.61,0.01,0.59,6.26,0.07,1.84,2.54,0.34
Antananarivo,MG,-18.8792,47.5079,2026-01-26T00:00:00Z,2026-01-26,0,Monday,False,1,136.78,0.01,0.58,5.83,0.07,1.89,2.66,0.4
Antananarivo,MG,-18.8792,47.5079,2026-01-26T01:00:00Z,2026-01-26,1,Monday,False,1,137.03,0.01,0.58,5.41,0.07,1.9,2.74,0.47
Antananarivo,MG,-18.8792,47.5079,2026-01-26T02:00:00Z,2026-01-26,2,Monday,False,1,138.25,0.02,0.59,4.97,0.07,1.9,2.76,0.47
Antananarivo,MG,-18.8792,47.5079,2026-01-26T03:00:00Z,2026-01-26,3,Monday,False,1,140.86,0.03,0.61,4.67,0.08,1.93,2.86,0.48
Antananarivo,MG,-18.8792,47.5079,2026-01-26T04:00:00Z,2026-01-26,4,Monday,False,1,146.44,0.12,0.61,4.74,0.11,2.19,3.63,0.51
Antananarivo,MG,-18.8792,47.5079,2026-01-26T05:00:00Z,2026-01-26,5,Monday,False,1,152.3,0.23,0.57,5.88,0.14,2.45,4.51,0.55
Antananarivo,MG,-18.8792,47.5079,2026-01-26T06:00:00Z,2026-01-26,6,Monday,False,1,154.07,0.2,0.53,9.08,0.15,2.62,4.92,0.68
Antananarivo,MG,-18.8792,47.5079,2026-01-26T07:00:00Z,2026-01-26,7,Monday,False,1,115.5,0.06,0.29,14.85,0.15,1.18,2.29,0.48
Antananarivo,MG,-18.8792,47.5079,2026-01-26T08:00:00Z,2026-01-26,8,Monday,False,1,105.12,0.04,0.24,16.19,0.15,0.89,1.74,0.4
Antananarivo,MG,-18.8792,47.5079,2026-01-26T09:00:00Z,2026-01-26,9,Monday,False,1,100.8,0.04,0.21,16.78,0.15,0.78,1.51,0.38
Antananarivo,MG,-18.8792,47.5079,2026-01-26T10:00:00Z,2026-01-26,10,Monday,False,1,98.82,0.03,0.21,17,0.14,0.73,1.37,0.36
Antananarivo,MG,-18.8792,47.5079,2026-01-26T11:00:00Z,2026-01-26,11,Monday,False,1,98.65,0.02,0.24,16.32,0.14,0.74,1.42,0.38
Antananarivo,MG,-18.8792,47.5079,2026-01-26T12:00:00Z,2026-01-26,12,Monday,False,1,99.44,0.02,0.27,15.66,0.14,0.77,1.48,0.38
Antananarivo,MG,-18.8792,47.5079,2026-01-26T13:00:00Z,2026-01-26,13,Monday,False,1,100.64,0.02,0.31,14.96,0.14,0.8,1.57,0.39
Antananarivo,MG,-18.8792,47.5079,2026-01-26T14:00:00Z,2026-01-26,14,Monday,False,1,103.18,0.01,0.37,14.36,0.16,0.87,1.71,0.4
Antananarivo,MG,-18.8792,47.5079,2026-01-26T15:00:00Z,2026-01-26,15,Monday,False,1,106.31,0.01,0.44,13.82,0.17,0.96,1.88,0.41
Antananarivo,MG,-18.8792,47.5079,2026-01-26T16:00:00Z,2026-01-26,16,Monday,False,1,111.35,0,0.54,12.77,0.17,1.15,2.38,0.45
Antananarivo,MG,-18.8792,47.5079,2026-01-26T17:00:00Z,2026-01-26,17,Monday,False,1,119.46,0,0.64,11.42,0.18,1.46,3.18,0.48
Antananarivo,MG,-18.8792,47.5079,2026-01-26T18:00:00Z,2026-01-26,18,Monday,False,1,126.72,0.01,0.71,10.2,0.17,1.75,3.82,0.47
Antananarivo,MG,-18.8792,47.5079,2026-01-26T19:00:00Z,2026-01-26,19,Monday,False,1,131.49,0.01,0.74,9.1,0.17,1.96,4.27,0.46
Antananarivo,MG,-18.8792,47.5079,2026-01-26T20:00:00Z,2026-01-26,20,Monday,False,1,134.26,0.01,0.74,8.3,0.15,2.03,4.45,0.44
Antananarivo,MG,-18.8792,47.5079,2026-01-26T21:00:00Z,2026-01-26,21,Monday,False,1,132.9,0.01,0.69,7.79,0.12,1.92,3.91,0.38
Antananarivo,MG,-18.8792,47.5079,2026-01-26T22:00:00Z,2026-01-26,22,Monday,False,1,130.41,0.01,0.64,7.51,0.1,1.75,3.32,0.35
Antananarivo,MG,-18.8792,47.5079,2026-01-26T23:00:00Z,2026-01-26,23,Monday,False,1,128.1,0.01,0.59,7.46,0.09,1.57,2.84,0.32
Antananarivo,MG,-18.8792,47.5079,2026-01-27T00:00:00Z,2026-01-27,0,Tuesday,False,1,125.03,0.01,0.54,7.65,0.08,1.39,2.4,0.3
Antananarivo,MG,-18.8792,47.5079,2026-01-27T01:00:00Z,2026-01-27,1,Tuesday,False,1,121.92,0,0.49,7.87,0.07,1.24,2.09,0.29
Antananarivo,MG,-18.8792,47.5079,2026-01-27T02:00:00Z,2026-01-27,2,Tuesday,False,1,120.23,0.01,0.46,7.85,0.07,1.16,1.97,0.29
Antananarivo,MG,-18.8792,47.5079,2026-01-27T03:00:00Z,2026-01-27,3,Tuesday,False,1,120.02,0.01,0.46,7.86,0.07,1.13,1.98,0.31
Antananarivo,MG,-18.8792,47.5079,2026-01-27T04:00:00Z,2026-01-27,4,Tuesday,False,1,121.36,0.04,0.44,8.13,0.1,1.16,2.36,0.35
Antananarivo,MG,-18.8792,47.5079,2026-01-27T05:00:00Z,2026-01-27,5,Tuesday,False,1,124.65,0.12,0.39,9.28,0.13,1.23,2.9,0.44
Antananarivo,MG,-18.8792,47.5079,2026-01-27T06:00:00Z,2026-01-27,6,Tuesday,False,1,126.64,0.13,0.32,12.35,0.15,1.23,3.09,0.58
Antananarivo,MG,-18.8792,47.5079,2026-01-27T07:00:00Z,2026-01-27,7,Tuesday,False,1,114.46,0.04,0.2,20.71,0.16,0.67,1.65,0.41
Antananarivo,MG,-18.8792,47.5079,2026-01-27T08:00:00Z,2026-01-27,8,Tuesday,False,1,110.31,0.03,0.16,23.31,0.15,0.6,1.28,0.37
Antananarivo,MG,-18.8792,47.5079,2026-01-27T09:00:00Z,2026-01-27,9,Tuesday,False,1,109.99,0.03,0.15,23.39,0.16,0.59,1.19,0.36
Antananarivo,MG,-18.8792,47.5079,2026-01-27T10:00:00Z,2026-01-27,10,Tuesday,False,1,105.54,0.02,0.13,24.61,0.14,0.54,1.01,0.31
Antananarivo,MG,-18.8792,47.5079,2026-01-27T11:00:00Z,2026-01-27,11,Tuesday,False,1,99.85,0.02,0.12,25.54,0.12,0.5,0.88,0.28
Antananarivo,MG,-18.8792,47.5079,2026-01-27T12:00:00Z,2026-01-27,12,Tuesday,False,1,97.44,0.02,0.13,25.11,0.12,0.5,0.83,0.27
Antananarivo,MG,-18.8792,47.5079,2026-01-27T13:00:00Z,2026-01-27,13,Tuesday,False,1,97.31,0.02,0.16,23.95,0.13,0.5,0.88,0.29
Antananarivo,MG,-18.8792,47.5079,2026-01-27T14:00:00Z,2026-01-27,14,Tuesday,False,1,99.42,0.02,0.21,22.26,0.13,0.51,1.01,0.3
Antananarivo,MG,-18.8792,47.5079,2026-01-27T15:00:00Z,2026-01-27,15,Tuesday,False,1,101.2,0.01,0.29,20.46,0.13,0.54,1.12,0.27
Antananarivo,MG,-18.8792,47.5079,2026-01-27T16:00:00Z,2026-01-27,16,Tuesday,False,1,103.52,0,0.39,17.91,0.13,0.59,1.38,0.33
Antananarivo,MG,-18.8792,47.5079,2026-01-27T17:00:00Z,2026-01-27,17,Tuesday,False,1,108.99,0,0.5,15.84,0.15,0.71,1.78,0.47
Antananarivo,MG,-18.8792,47.5079,2026-01-27T18:00:00Z,2026-01-27,18,Tuesday,False,1,113.56,0,0.59,14.56,0.15,0.8,2.04,0.58
Antananarivo,MG,-18.8792,47.5079,2026-01-27T19:00:00Z,2026-01-27,19,Tuesday,False,1,117.53,0,0.67,13.37,0.16,0.97,2.39,0.71
Antananarivo,MG,-18.8792,47.5079,2026-01-27T20:00:00Z,2026-01-27,20,Tuesday,False,1,120.31,0,0.73,12.1,0.16,1.16,2.67,0.78
Antananarivo,MG,-18.8792,47.5079,2026-01-27T21:00:00Z,2026-01-27,21,Tuesday,False,1,117.84,0,0.71,10.97,0.13,1.17,2.4,0.74
Antananarivo,MG,-18.8792,47.5079,2026-01-27T22:00:00Z,2026-01-27,22,Tuesday,False,1,114.63,0,0.65,9.73,0.1,1.13,2.09,0.52
Antananarivo,MG,-18.8792,47.5079,2026-01-27T23:00:00Z,2026-01-27,23,Tuesday,False,1,111.97,0,0.6,8.75,0.08,1.1,1.89,0.4
Antananarivo,MG,-18.8792,47.5079,2026-01-28T00:00:00Z,2026-01-28,0,Wednesday,False,1,107.93,0.01,0.55,8.28,0.07,1.01,1.71,0.35
Antananarivo,MG,-18.8792,47.5079,2026-01-29T01:00:00Z,2026-01-29,1,Thursday,False,1,111.88,0.01,0.73,7.04,0.07,2.27,3.66,0.54
Antananarivo,MG,-18.8792,47.5079,2026-01-29T02:00:00Z,2026-01-29,2,Thursday,False,1,113.99,0.02,0.73,6.14,0.07,2.38,3.78,0.54
Antananarivo,MG,-18.8792,47.5079,2026-01-29T03:00:00Z,2026-01-29,3,Thursday,False,1,117.74,0.03,0.74,5.61,0.08,2.57,4.26,0.58
Antananarivo,MG,-18.8792,47.5079,2026-01-29T04:00:00Z,2026-01-29,4,Thursday,False,1,125.73,0.2,0.62,5.91,0.13,2.92,5.4,0.67
Antananarivo,MG,-18.8792,47.5079,2026-01-29T05:00:00Z,2026-01-29,5,Thursday,False,1,135.2,0.34,0.55,7.93,0.16,3.43,6.75,0.7
Antananarivo,MG,-18.8792,47.5079,2026-01-29T06:00:00Z,2026-01-29,6,Thursday,False,1,142.47,0.26,0.51,12.74,0.18,4.18,7.94,0.87
Antananarivo,MG,-18.8792,47.5079,2026-01-29T07:00:00Z,2026-01-29,7,Thursday,False,1,85.77,0.05,0.17,24.11,0.24,1.14,2.24,0.43
Antananarivo,MG,-18.8792,47.5079,2026-01-29T08:00:00Z,2026-01-29,8,Thursday,False,1,80.63,0.04,0.12,25.16,0.22,0.94,1.69,0.37
Antananarivo,MG,-18.8792,47.5079,2026-01-29T09:00:00Z,2026-01-29,9,Thursday,False,1,81.62,0.03,0.11,25.35,0.22,1.03,1.78,0.39
Antananarivo,MG,-18.8792,47.5079,2026-01-29T10:00:00Z,2026-01-29,10,Thursday,False,1,84.13,0.03,0.1,26.05,0.21,1.11,1.83,0.39
Antananarivo,MG,-18.8792,47.5079,2026-01-29T11:00:00Z,2026-01-29,11,Thursday,False,1,86.28,0.03,0.12,26.29,0.2,1.19,1.85,0.39
Antananarivo,MG,-18.8792,47.5079,2026-01-29T12:00:00Z,2026-01-29,12,Thursday,False,1,88.32,0.02,0.15,26.04,0.2,1.24,1.86,0.39
Antananarivo,MG,-18.8792,47.5079,2026-01-29T13:00:00Z,2026-01-29,13,Thursday,False,1,92.83,0.03,0.26,23.97,0.21,1.37,2.2,0.51
Antananarivo,MG,-18.8792,47.5079,2026-01-29T14:00:00Z,2026-01-29,14,Thursday,False,1,100.22,0.03,0.43,21.52,0.21,1.62,2.82,0.65
Antananarivo,MG,-18.8792,47.5079,2026-01-29T15:00:00Z,2026-01-29,15,Thursday,False,1,107.9,0.02,0.62,19.87,0.22,1.89,3.45,0.75
Antananarivo,MG,-18.8792,47.5079,2026-01-29T16:00:00Z,2026-01-29,16,Thursday,False,1,117.41,0,0.84,17.31,0.23,2.32,4.43,0.83
Antananarivo,MG,-18.8792,47.5079,2026-01-29T17:00:00Z,2026-01-29,17,Thursday,False,1,131.19,0.01,1.03,14.34,0.23,2.95,5.62,0.75
Antananarivo,MG,-18.8792,47.5079,2026-01-29T18:00:00Z,2026-01-29,18,Thursday,False,1,143.46,0.01,1.15,12.02,0.22,3.51,6.4,0.67
Antananarivo,MG,-18.8792,47.5079,2026-01-29T19:00:00Z,2026-01-29,19,Thursday,False,1,146.76,0.01,1.15,11.59,0.21,3.54,6.07,0.74
Antananarivo,MG,-18.8792,47.5079,2026-01-29T20:00:00Z,2026-01-29,20,Thursday,False,1,152.01,0.01,1.2,11.07,0.2,3.58,5.96,0.85
Antananarivo,MG,-18.8792,47.5079,2026-01-29T21:00:00Z,2026-01-29,21,Thursday,False,1,153.92,0.01,1.21,10.58,0.18,3.44,5.45,0.89
Antananarivo,MG,-18.8792,47.5079,2026-01-29T22:00:00Z,2026-01-29,22,Thursday,False,1,156.33,0.01,1.2,9.68,0.15,3.31,5.01,0.94
Antananarivo,MG,-18.8792,47.5079,2026-01-29T23:00:00Z,2026-01-29,23,Thursday,False,1,160.7,0.01,1.21,8.54,0.13,3.25,4.79,1.06
Antananarivo,MG,-18.8792,47.5079,2026-01-30T00:00:00Z,2026-01-30,0,Friday,False,1,164.8,0.02,1.23,7.76,0.13,3.2,4.65,1.25
Antananarivo,MG,-18.8792,47.5079,2026-01-30T01:00:00Z,2026-01-30,1,Friday,False,1,167.98,0.02,1.23,7.13,0.13,3.1,4.45,1.34
Antananarivo,MG,-18.8792,47.5079,2026-01-30T02:00:00Z,2026-01-30,2,Friday,False,1,170.02,0.02,1.18,6.39,0.11,2.95,4.17,1.03
Antananarivo,MG,-18.8792,47.5079,2026-01-30T03:00:00Z,2026-01-30,3,Friday,False,1,172.31,0.03,1.14,5.94,0.09,2.84,4,0.75
Antananarivo,MG,-18.8792,47.5079,2026-01-30T04:00:00Z,2026-01-30,4,Friday,False,1,178.41,0.09,1.11,5.82,0.13,2.93,4.54,0.6
Antananarivo,MG,-18.8792,47.5079,2026-01-30T05:00:00Z,2026-01-30,5,Friday,False,1,188,0.24,1.03,6.22,0.16,3.16,5.55,0.58
Antananarivo,MG,-18.8792,47.5079,2026-01-30T06:00:00Z,2026-01-30,6,Friday,False,1,197.15,0.26,1,8.38,0.19,3.43,6.28,0.71
Antananarivo,MG,-18.8792,47.5079,2026-01-30T07:00:00Z,2026-01-30,7,Friday,False,1,129.24,0.06,0.39,24.13,0.19,1.27,2.28,0.52
Antananarivo,MG,-18.8792,47.5079,2026-01-30T08:00:00Z,2026-01-30,8,Friday,False,1,118.16,0.04,0.25,27.12,0.19,0.99,1.71,0.45
Antananarivo,MG,-18.8792,47.5079,2026-01-30T09:00:00Z,2026-01-30,9,Friday,False,1,115.91,0.03,0.21,28.06,0.19,0.97,1.6,0.43
Antananarivo,MG,-18.8792,47.5079,2026-01-30T10:00:00Z,2026-01-30,10,Friday,False,1,114.22,0.03,0.18,29.34,0.16,1.02,1.6,0.4
Antananarivo,MG,-18.8792,47.5079,2026-01-30T11:00:00Z,2026-01-30,11,Friday,False,1,113.73,0.02,0.18,29.39,0.15,1.12,1.75,0.39
Antananarivo,MG,-18.8792,47.5079,2026-01-30T12:00:00Z,2026-01-30,12,Friday,False,1,114.71,0.02,0.21,28.91,0.15,1.18,1.9,0.36
Antananarivo,MG,-18.8792,47.5079,2026-01-30T13:00:00Z,2026-01-30,13,Friday,False,1,116.7,0.02,0.29,26.36,0.16,1.27,2.16,0.41
Antananarivo,MG,-18.8792,47.5079,2026-01-30T14:00:00Z,2026-01-30,14,Friday,False,1,123.84,0.02,0.46,23.96,0.19,1.48,2.61,0.54
Antananarivo,MG,-18.8792,47.5079,2026-01-30T15:00:00Z,2026-01-30,15,Friday,False,1,132.69,0.01,0.66,22.35,0.22,1.72,3.02,0.64
Antananarivo,MG,-18.8792,47.5079,2026-01-30T16:00:00Z,2026-01-30,16,Friday,False,1,142.99,0,0.86,20.68,0.24,2.06,3.58,0.77
Antananarivo,MG,-18.8792,47.5079,2026-01-30T17:00:00Z,2026-01-30,17,Friday,False,1,155.88,0,1.03,19.08,0.27,2.48,4.33,0.92
Antananarivo,MG,-18.8792,47.5079,2026-01-30T18:00:00Z,2026-01-30,18,Friday,False,1,166.87,0,1.15,17.82,0.28,2.86,4.84,1.06
Antananarivo,MG,-18.8792,47.5079,2026-01-30T19:00:00Z,2026-01-30,19,Friday,False,1,180.24,0.01,1.25,14.84,0.27,3.42,5.55,1.03
Antananarivo,MG,-18.8792,47.5079,2026-01-30T20:00:00Z,2026-01-30,20,Friday,False,1,193,0.01,1.34,11.31,0.22,3.99,6.05,0.84
Antananarivo,MG,-18.8792,47.5079,2026-01-30T21:00:00Z,2026-01-30,21,Friday,False,1,196.06,0.01,1.31,8.9,0.15,4.15,5.72,0.65
Antananarivo,MG,-18.8792,47.5079,2026-01-30T22:00:00Z,2026-01-30,22,Friday,False,1,195.02,0.01,1.21,7.35,0.11,4.05,5.19,0.56
Antananarivo,MG,-18.8792,47.5079,2026-01-30T23:00:00Z,2026-01-30,23,Friday,False,1,193.75,0.01,1.13,6.29,0.08,3.9,4.82,0.48
Antananarivo,MG,-18.8792,47.5079,2026-01-31T00:00:00Z,2026-01-31,0,Saturday,True,1,192.73,0.01,1.08,5.66,0.07,3.73,4.56,0.45
Antananarivo,MG,-18.8792,47.5079,2026-01-31T01:00:00Z,2026-01-31,1,Saturday,True,1,190.5,0.01,1.03,5.63,0.06,3.54,4.29,0.4
Antananarivo,MG,-18.8792,47.5079,2026-01-31T02:00:00Z,2026-01-31,2,Saturday,True,1,186.25,0.01,0.97,5.75,0.06,3.32,3.96,0.33
Antananarivo,MG,-18.8792,47.5079,2026-01-31T03:00:00Z,2026-01-31,3,Saturday,True,1,180.09,0.01,0.91,6.34,0.06,3.05,3.63,0.28
Antananarivo,MG,-18.8792,47.5079,2026-01-31T04:00:00Z,2026-01-31,4,Saturday,True,1,163.18,0.03,0.78,9.76,0.07,2.33,2.96,0.27
Antananarivo,MG,-18.8792,47.5079,2026-01-31T05:00:00Z,2026-01-31,5,Saturday,True,1,146.83,0.08,0.58,11.69,0.08,1.9,2.65,0.27
Antananarivo,MG,-18.8792,47.5079,2026-01-31T06:00:00Z,2026-01-31,6,Saturday,True,1,130.61,0.09,0.42,13.8,0.09,1.62,2.44,0.29
Antananarivo,MG,-18.8792,47.5079,2026-01-31T07:00:00Z,2026-01-31,7,Saturday,True,1,106.27,0.05,0.24,18.92,0.09,1.04,1.62,0.23
Antananarivo,MG,-18.8792,47.5079,2026-01-31T08:00:00Z,2026-01-31,8,Saturday,True,1,93.9,0.04,0.16,20.65,0.09,0.85,1.31,0.19
Antananarivo,MG,-18.8792,47.5079,2026-01-31T09:00:00Z,2026-01-31,9,Saturday,True,1,87.98,0.03,0.12,21.14,0.08,0.81,1.22,0.18
Antananarivo,MG,-18.8792,47.5079,2026-01-31T10:00:00Z,2026-01-31,10,Saturday,True,1,86.12,0.03,0.1,21.18,0.07,0.81,1.21,0.18
Antananarivo,MG,-18.8792,47.5079,2026-01-31T11:00:00Z,2026-01-31,11,Saturday,True,1,86.77,0.03,0.12,20.24,0.07,0.86,1.29,0.19
Antananarivo,MG,-18.8792,47.5079,2026-01-31T12:00:00Z,2026-01-31,12,Saturday,True,1,87.72,0.03,0.13,19.67,0.07,0.89,1.34,0.21
Antananarivo,MG,-18.8792,47.5079,2026-01-31T13:00:00Z,2026-01-31,13,Saturday,True,1,88.56,0.02,0.16,19.65,0.07,0.89,1.32,0.2
Antananarivo,MG,-18.8792,47.5079,2026-01-31T14:00:00Z,2026-01-31,14,Saturday,True,1,88.63,0.02,0.2,19.91,0.07,0.85,1.21,0.17
Antananarivo,MG,-18.8792,47.5079,2026-01-31T15:00:00Z,2026-01-31,15,Saturday,True,1,88.07,0.01,0.22,20.67,0.06,0.79,1.08,0.13
Antananarivo,MG,-18.8792,47.5079,2026-01-31T16:00:00Z,2026-01-31,16,Saturday,True,1,86.84,0,0.23,21.17,0.05,0.77,1.02,0.12
Antananarivo,MG,-18.8792,47.5079,2026-01-31T17:00:00Z,2026-01-31,17,Saturday,True,1,86.86,0,0.25,20.4,0.05,0.81,1.05,0.12
Antananarivo,MG,-18.8792,47.5079,2026-01-31T18:00:00Z,2026-01-31,18,Saturday,True,1,86.6,0,0.26,19.5,0.05,0.84,1.06,0.12
Antananarivo,MG,-18.8792,47.5079,2026-01-31T19:00:00Z,2026-01-31,19,Saturday,True,1,86.1,0,0.26,18.97,0.05,0.82,1.03,0.12
Antananarivo,MG,-18.8792,47.5079,2026-01-31T20:00:00Z,2026-01-31,20,Saturday,True,1,85.17,0,0.25,18.58,0.04,0.75,0.94,0.12
Antananarivo,MG,-18.8792,47.5079,2026-01-31T21:00:00Z,2026-01-31,21,Saturday,True,1,83,0,0.23,18.21,0.04,0.67,0.79,0.11
Antananarivo,MG,-18.8792,47.5079,2026-01-31T22:00:00Z,2026-01-31,22,Saturday,True,1,81.19,0,0.22,17.71,0.03,0.63,0.7,0.11
Antananarivo,MG,-18.8792,47.5079,2026-01-31T23:00:00Z,2026-01-31,23,Saturday,True,1,80.02,0,0.22,16.86,0.03,0.62,0.68,0.12
Antananarivo,MG,-18.8792,47.5079,2026-02-01T00:00:00Z,2026-02-01,0,Sunday,True,1,79.07,0,0.22,15.89,0.03,0.63,0.68,0.13
Antananarivo,MG,-18.8792,47.5079,2026-02-01T01:00:00Z,2026-02-01,1,Sunday,True,1,79.03,0,0.23,14.77,0.03,0.64,0.71,0.13
Antananarivo,MG,-18.8792,47.5079,2026-02-01T02:00:00Z,2026-02-01,2,Sunday,True,1,79.51,0,0.25,13.69,0.04,0.66,0.8,0.15
Antananarivo,MG,-18.8792,47.5079,2026-02-01T03:00:00Z,2026-02-01,3,Sunday,True,1,80.27,0,0.28,12.94,0.04,0.69,0.93,0.18
Antananarivo,MG,-18.8792,47.5079,2026-02-01T04:00:00Z,2026-02-01,4,Sunday,True,1,82.79,0.02,0.33,12.57,0.06,0.81,1.31,0.24
Antananarivo,MG,-18.8792,47.5079,2026-02-01T05:00:00Z,2026-02-01,5,Sunday,True,1,86.13,0.05,0.35,12.75,0.08,0.94,1.7,0.28
Antananarivo,MG,-18.8792,47.5079,2026-02-01T06:00:00Z,2026-02-01,6,Sunday,True,1,86.43,0.06,0.32,13.91,0.09,0.96,1.76,0.3
Antananarivo,MG,-18.8792,47.5079,2026-02-01T07:00:00Z,2026-02-01,7,Sunday,True,1,79.17,0.04,0.2,17.57,0.11,0.69,1.22,0.25
Antananarivo,MG,-18.8792,47.5079,2026-02-01T08:00:00Z,2026-02-01,8,Sunday,True,1,78.27,0.03,0.17,18.49,0.11,0.64,1.09,0.25
Antananarivo,MG,-18.8792,47.5079,2026-02-01T09:00:00Z,2026-02-01,9,Sunday,True,1,77.92,0.02,0.14,19.22,0.11,0.59,0.94,0.23
